STAFF_REGION,RN_REGION,LEAD_INVESTIGATOR,RN,INVEST_NUM,STATUS_DT,START_DT,END_DT,EQUIP_CATGRY,EQUIP_CAT_DESC,CHECKLIST_NAME,CL_CHK_ITM_COMMENT
REGION 01,R01AMA,WSNIDER,RN100210582,1987405, 05/15/2024, 05/09/2024, 05/09/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,JMALIK,RN104039144,1974364, 05/14/2024, 03/05/2024, 03/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,RRHODA,RN101041598,1944809, 05/14/2024, 12/04/2023, 02/29/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,SUZSMITH,RN103914974,1965407, 05/14/2024, 02/20/2024, 03/20/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,SUZSMITH,RN109803767,1959650, 05/14/2024, 04/18/2024, 04/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 16,R16LARE,EMORALES,RN104148044,1983186, 05/14/2024, 04/09/2024, 04/09/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,WSNIDER,RN100222785,1982817, 05/13/2024, 04/18/2024, 04/18/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,PBLANTON,RN102450756,1974580, 05/13/2024, 04/03/2024, 04/03/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,AWEAVER,RN100225945,1967115, 05/13/2024, 04/29/2024, 05/02/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,JOCTAYLO,RN102181526,1967028, 05/13/2024, 03/14/2024, 03/14/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,CLEWIS,RN100225945,1967060, 05/10/2024, 04/17/2024, 04/17/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,TLESTARJ,RN104046008,1944854, 05/10/2024, 04/11/2024, 04/11/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,TLESTARJ,RN104046149,1974215, 05/10/2024, 05/01/2024, 05/01/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,LLUGO,RN100214386,1902737, 05/10/2024, 05/17/2023, 05/18/2023,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,JROBKENN,RN104046149,1975607, 05/08/2024, 04/15/2024, 04/15/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,DMAINALI,RN106385016,1967938, 05/07/2024, 03/04/2024, 03/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,JMALIK,RN111870465,1974132, 05/07/2024, 02/21/2024, 02/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,ORIGSBY,RN102335601,1975715, 05/07/2024, 03/29/2024, 03/29/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,PMORALES,RN100217264,1956809, 05/07/2024, 03/18/2024, 03/18/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 09,R09WAC,SYTUCKER,RN109961318,1975603, 05/07/2024, 04/01/2024, 04/16/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,DRUEDA,RN100209287,1975862, 05/06/2024, 04/16/2024, 04/16/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,DMORRISO,RN100218247,1967046, 05/06/2024, 04/10/2024, 04/10/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 02,R02LUBK,SCOLEY,RN108647306,1973558, 05/03/2024, 03/08/2024, 03/12/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,Sara Coley certified user
REGION 12,R12HOUS,KERSKINS,RN104046230,1982661, 05/03/2024, 04/17/2024, 04/17/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,LKINCAID,RN102501020,1956304, 05/03/2024, 01/29/2024, 03/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,RBERDOZA,RN111263455,1889165, 05/02/2024, 03/31/2023, 03/31/2023,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,RRHODA,RN108772245,1944807, 05/02/2024, 12/07/2023, 02/29/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,RRHODA,RN102579307,1966451, 05/01/2024, 04/01/2024, 04/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,JMALIK,RN111197281,1965291, 04/30/2024, 01/12/2024, 01/12/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,TLESTARJ,RN104045992,1967817, 04/30/2024, 03/07/2024, 03/07/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,ROLEWIS,RN109611822,1955273, 04/29/2024, 01/09/2024, 01/30/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,WASTE EQUIPMENT,
REGION 12,R12HOUS,EWOODS,RN100542281,1966997, 04/29/2024, 04/09/2024, 04/09/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NFOSTER,RN100716661,1967047, 04/29/2024, 04/03/2024, 04/03/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,SAPACIBL,RN100211176,1972841, 04/29/2024, 03/08/2024, 03/13/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,MHORTON,RN105867964,1966597, 04/26/2024, 02/27/2024, 02/27/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,PBLANTON,RN102450756,1974581, 04/26/2024, 04/02/2024, 04/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,KOCONNEL,RN100223775,1967074, 04/26/2024, 04/04/2024, 04/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,RMOLINA,RN104042726,1972999, 04/23/2024, 03/12/2024, 03/12/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,RMOLINA,RN104046271,1975752, 04/23/2024, 03/22/2024, 03/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,TRIEGER,RN100214386,1960467, 04/22/2024, 01/18/2024, 02/15/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 02,R02LUBK,MMCLEMOR,RN102533445,1975510, 04/19/2024, 03/26/2024, 03/26/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,"33, 92-mill lens. operated by Marissa McLemore"
REGION 02,R02LUBK,MMCLEMOR,RN111956496,1975829, 04/19/2024, 03/26/2024, 03/26/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,"38 MM, Operated by Marissa McLemore"
REGION 03,R03ABIL,KROWE,RN107737660,1975236, 04/19/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,EWOODS,RN104042726,1966516, 04/19/2024, 02/27/2024, 02/27/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NSUBEDI,RN104046149,1956369, 04/19/2024, 02/22/2024, 02/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,JOCTAYLO,RN100210277,1967482, 04/19/2024, 02/15/2024, 02/26/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,SUZSMITH,RN111939252,1918501, 04/19/2024, 12/06/2023, 03/26/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 03,R03ABIL,KROWE,RN109741561,1967281, 04/18/2024, 03/04/2024, 03/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 03,R03ABIL,KROWE,RN111953642,1975259, 04/18/2024, 03/04/2024, 03/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,RMOLINA,RN104046271,1956372, 04/18/2024, 02/20/2024, 02/20/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,SCORTEZ,RN100218049,1945033, 04/18/2024, 03/19/2024, 03/20/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,KHALEPES,RN107216202,1973881, 04/18/2024, 02/13/2024, 02/13/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,BANYANTI,RN100214881,1944883, 04/17/2024, 02/07/2024, 04/12/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,GFLORES,RN100219740,1966447, 04/17/2024, 04/03/2024, 04/03/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,JAWARD,RN109518639,1975594, 04/16/2024, 04/02/2024, 04/02/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,TOGLE,RN105116750,1975355, 04/16/2024, 03/20/2024, 03/20/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 02,R02LUBK,SCOLEY,RN111697975,1975314, 04/16/2024, 02/12/2024, 02/16/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,"Sara Coley, certified operator"
REGION 04,R04DFW,JMALIK,RN105633085,1973720, 04/16/2024, 02/27/2024, 02/27/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,VMCLEAN,RN100223098,1974252, 04/16/2024, 03/22/2024, 03/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,JMCCORMI,RN100221688,1974115, 04/15/2024, 03/28/2024, 03/28/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 03,R03ABIL,HTACKER,RN102871357,1974526, 04/15/2024, 03/12/2024, 03/12/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 03,R03ABIL,KROWE,RN106367402,1974754, 04/15/2024, 03/05/2024, 03/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,GFLORES,RN104042726,1974895, 04/13/2024, 04/08/2024, 04/08/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NFOSTER,RN104046149,1974963, 04/12/2024, 04/01/2024, 04/01/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,JOPEARCE,RN107216657,1967282, 04/12/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,JOPEARCE,RN110482809,1966860, 04/12/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,TRIEGER,RN109734970,1951100, 04/12/2024, 01/18/2024, 01/31/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 08,R08SANG,TJORDAN,RN107304727,1973574, 04/11/2024, 02/02/2024, 02/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,TRIEGER,RN109734970,1961372, 04/11/2024, 01/18/2023, 02/21/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 03,R03ABIL,HTACKER,RN106250145,1974547, 04/10/2024, 03/12/2024, 03/12/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,AGLOVER,RN100216373,1972903, 04/10/2024, 03/05/2024, 03/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,JMALIK,RN103049490,1955225, 04/09/2024, 01/11/2024, 01/11/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 08,R08SANG,TJORDAN,RN107721797,1973650, 04/05/2024, 02/02/2024, 02/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,AWEAVER,RN104046230,1956374, 04/05/2024, 02/29/2024, 02/29/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NSUBEDI,RN104046149,1956361, 04/04/2024, 02/05/2024, 02/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 15,R15HARL,VCANTU,RN104147327,1966342, 04/04/2024, 02/13/2024, 02/27/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,JSPRAGUE,RN100218734,1973765, 04/02/2024, 02/26/2024, 02/26/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 08,R08SANG,ORODRIGU,RN107705535,1956188, 04/02/2024, 01/26/2024, 01/26/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 03,R03ABIL,HTACKER,RN106495351,1972962, 04/01/2024, 03/05/2024, 03/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,JROBKENN,RN104046594,1967943, 04/01/2024, 03/11/2024, 03/11/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,DGUELCIS,RN110016037,1973162, 03/28/2024, 02/06/2024, 02/06/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,DGUELCIS,RN111361275,1973161, 03/28/2024, 02/08/2024, 02/08/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,ERPAYNE,RN100209329,1950604, 03/28/2024, 03/13/2024, 03/13/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,TBOYD,RN110476421,1967386, 03/28/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,TRGARCIA,RN110307477,1827455, 03/28/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,VFOSTER,RN110682044,1803128, 03/28/2024, 03/09/2022, 03/09/2022,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,EWOODS,RN100601236,1938827, 03/28/2024, 11/06/2023, 12/04/2023,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,EWOODS,RN102579307,1960514, 03/28/2024, 01/29/2024, 02/02/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,EWOODS,RN102579307,1960514, 03/28/2024, 01/29/2024, 02/02/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NFOSTER,RN100542489,1967827, 03/28/2024, 03/04/2024, 03/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,JOPEARCE,RN100218973,1956743, 03/28/2024, 02/14/2024, 02/16/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,SAMRAMOS,RN104046545,1966286, 03/27/2024, 02/23/2024, 02/23/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 16,R16LARE,EMORALES,RN106041007,1966813, 03/26/2024, 12/18/2023, 01/31/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 13,R13SANT,CSOTO,RN104048764,1965974, 03/25/2024, 01/19/2024, 01/25/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,ARANGEL,RN110638541,1972822, 03/22/2024, 03/13/2024, 03/13/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 13,R13SANT,JMCMULLE,RN111407870,1956329, 03/22/2024, 01/25/2024, 02/01/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 13,R13SANT,SALOPEZ,RN106040488,1956191, 03/22/2024, 02/06/2024, 02/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,DMAINALI,RN100213537,1966843, 03/21/2024, 02/16/2024, 02/16/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NFOSTER,RN104046149,1967823, 03/21/2024, 03/04/2024, 03/04/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,CCHALOUP,RN100218973,1950609, 03/20/2024, 01/10/2024, 01/24/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,JEJENSEN,RN100216340,1966746, 03/19/2024, 02/27/2024, 02/27/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,AWEAVER,RN104046230,1950171, 03/19/2024, 01/31/2024, 01/31/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NSUBEDI,RN104046271,1950150, 03/19/2024, 01/25/2024, 01/25/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,HFAIRBAN,RN110376209,1803395, 03/18/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,HFAIRBAN,RN110603248,1797747, 03/18/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,HFAIRBAN,RN111060943,1735822, 03/18/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,HFAIRBAN,RN111330809,1833970, 03/18/2024, 02/06/2024, 02/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,HFAIRBAN,RN111570479,1967426, 03/18/2024, 03/06/2024, 03/06/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,VMCLEAN,RN109228817,1845994, 03/18/2024, 11/09/2022, 11/10/2022,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,SAPACIBL,RN102488517,1942931, 03/15/2024, 11/15/2023, 01/09/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,VMCLEAN,RN110954286,1803667, 03/14/2024, 03/08/2022, 03/08/2022,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,JMALIK,RN103049490,1943803, 03/13/2024, 10/25/2023, 10/25/2023,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 04,R04DFW,RGOORIS,RN100215995,1924336, 03/08/2024, 08/07/2023, 08/19/2023,OGIC,OGIC#FLIR Systems GF320 Model OGIC,WASTE EQUIPMENT,
REGION 12,R12HOUS,EWOODS,RN104046008,1955727, 03/08/2024, 01/18/2024, 01/18/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,JROBKENN,RN104042726,1956365, 03/08/2024, 02/12/2024, 02/16/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,JROBKENN,RN104046149,1950166, 03/08/2024, 01/26/2024, 01/26/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NFOSTER,RN104045992,1956363, 03/08/2024, 02/08/2024, 02/08/2024,OGIC,OGIC#FLIR Systems GF620 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,AWEAVER,RN104046149,1950148, 03/06/2024, 01/10/2024, 01/10/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 15,R15HARL,JOSEMART,RN100840966,1966548, 03/04/2024, 02/13/2024, 02/14/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,JAWARD,RN104615091,1966749, 03/01/2024, 02/22/2024, 02/22/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,AOLATORE,RN102323268,1955181, 02/29/2024, 12/01/2023, 02/26/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,MCORTEZ,RN106425242,1945787, 02/29/2024, 02/16/2024, 02/29/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 16,R16LARE,MAJUAREZ,RN109426643,1966570, 02/29/2024, 01/31/2024, 01/31/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,VMCLEAN,RN111170528,1866921, 02/28/2024, 12/19/2022, 12/19/2022,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,VMCLEAN,RN111287397,1802418, 02/28/2024, 03/04/2022, 03/04/2022,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 07,R07MIDL,VMCLEAN,RN111466462,1797523, 02/28/2024, 03/04/2022, 03/04/2022,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,SBIBLE,RN100825363,1950319, 02/26/2024, 02/01/2024, 02/01/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,SBIBLE,RN100825363,1950323, 02/26/2024, 02/01/2024, 02/01/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,SBIBLE,RN100825363,1950324, 02/26/2024, 02/01/2024, 02/01/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,SBIBLE,RN100825363,1950325, 02/26/2024, 02/01/2024, 02/01/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,NSUBEDI,RN104046149,1950081, 02/26/2024, 12/28/2023, 12/28/2023,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 14,R14CORP,SAPACIBL,RN100219443,1960315, 02/26/2024, 02/21/2024, 02/21/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,WSNIDER,RN106092976,1966054, 02/23/2024, 02/02/2024, 02/02/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,RSWIEN,RN100209287,1965156, 02/23/2024, 01/22/2024, 01/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,RSWIEN,RN100209451,1965152, 02/23/2024, 01/22/2024, 01/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,RSWIEN,RN100209857,1965155, 02/23/2024, 01/22/2024, 01/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,RSWIEN,RN100217389,1965150, 02/23/2024, 01/22/2024, 01/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,RSWIEN,RN100640283,1965158, 02/23/2024, 01/22/2024, 01/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 10,R10BEAU,RSWIEN,RN102584026,1965153, 02/23/2024, 01/22/2024, 01/22/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,DMORRISO,RN100211697,1945066, 02/23/2024, 02/08/2024, 02/21/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 12,R12HOUS,GBILLEAU,RN100238682,1944997, 02/23/2024, 01/26/2024, 02/05/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 16,R16LARE,BCHAPA,RN106480726,1956702, 02/23/2024, 01/29/2024, 01/29/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 16,R16LARE,EMORALES,RN107132326,1965140, 02/22/2024, 02/01/2024, 02/01/2024,OGIC,OGIC#FLIR Systems GF320 Model OGIC,AIR EQUIPMENT,
REGION 01,R01AMA,ESUENKEL,RN102166758,1961290, 02/21/2024, 02/07/2024, 02/07/2024,OGIC,OGIC#FLIR Systems Thermocam GasFindIRTM HSX Model OGIC,AIR EQUIPMENT,
